Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
HLFQ.S8CSEIQB1,2018.06,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2018.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2018.12,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2019.03,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2019.06,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2019.09,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2019.12,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2020.03,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2020.06,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2020.09,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2020.12,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2021.03,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2021.06,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2021.09,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2021.12,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2022.03,3.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB1,2022.06,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 15-19 years,
HLFQ.S8CSEIQB2,2004.03,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2004.06,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2004.09,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2004.12,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2005.03,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2005.06,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2005.09,3.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2005.12,3.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2006.03,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2006.06,3.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2006.09,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2006.12,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2007.03,4.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2007.06,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2007.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2007.12,3.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2008.03,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2008.06,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2008.09,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2008.12,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2009.03,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2009.06,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2009.09,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2009.12,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2010.03,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2010.06,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2010.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2010.12,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2011.03,4.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2011.06,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2011.09,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2011.12,3.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2012.03,5.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2012.06,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2012.09,4.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2012.12,4.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2013.03,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2013.06,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2013.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2013.12,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2014.03,5.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2014.06,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2014.09,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2014.12,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2015.03,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2015.06,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2015.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2015.12,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2016.03,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2016.06,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2016.09,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2016.12,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2017.03,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2017.06,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2017.09,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2017.12,4.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2018.03,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2018.06,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2018.09,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2018.12,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2019.03,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2019.06,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2019.09,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2019.12,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2020.03,4.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2020.06,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2020.09,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2020.12,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2021.03,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2021.06,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2021.09,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2021.12,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2022.03,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB2,2022.06,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Aged 20-24 years,
HLFQ.S8CSEIQB9,2004.03,5.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2004.06,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2004.09,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2004.12,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2005.03,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2005.06,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2005.09,5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2005.12,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2006.03,4.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2006.06,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2006.09,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2006.12,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2007.03,5.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2007.06,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2007.09,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2007.12,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2008.03,5.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2008.06,4.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2008.09,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2008.12,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2009.03,5.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2009.06,5.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2009.09,5.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2009.12,5.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2010.03,5.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2010.06,5.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2010.09,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2010.12,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2011.03,6.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2011.06,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2011.09,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
HLFQ.S8CSEIQB9,2011.12,4.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Auckland,Total aged 15-24 years,
